Language,basicness_score_experimental,basicness_rank,basicness_score,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_pronounce_complexity,avg_word_frequency,avg_n_senses,normalized_length,normalized_pronounce_complexity,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,normalized_n_syn_senses,example_en_lemma,example_en_gloss,ili
it,0.4489452605403331,2,0.047519606871398556,0,0,mosaic,0,2,6,7.0,0.2025,2.625e-06,3.0,0.3571428571428316,0.2025,0.09677419354838085,0.001667774321445655,0.0,0.09090909090908264,0.06249999999999903,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
es,0.43383875712674314,2,0.1192310755704294,0,0,mosaic,0,1,4,7.0,0.2,2.75e-06,4.0,0.41666666666663194,0.2,0.23076923076921302,0.0014294648422745531,0.0,0.0,0.21428571428569898,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
nb,0.36279586266987207,2,2.1309600513131255e-10,0,0,mosaic,0,1,1,7.0,0.799,4.79e-07,1.0,0.4999999999999375,0.799,0.0,0.0006091546615374043,0.0,0.0,0.0,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
en,0.5828095690388507,3,0.6185770783898543,1,1,"painting, picture",20,2,14,7.5,0.771,8.74e-05,7.0,0.449999999999955,0.771,0.8571428571427346,0.18643616389685944,0.0999999999999995,0.09090909090908264,0.6190476190475896,painting,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
it,0.5504608699734022,3,0.3342678134524352,0,1,"painting, picture",16,2,8,6.5,0.698,3.195e-05,4.0,0.32142857142854847,0.698,0.16129032258063475,0.03240786355865108,0.21917808219177784,0.09090909090908264,0.09374999999999854,painting,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
nb,0.5143235365632267,3,0.23598059567914154,0,1,"painting, picture",0,1,1,6.0,0.704,5.25e-06,1.0,0.37499999999995315,0.704,0.0,0.007504236251561023,0.0,0.0,0.0,painting,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
es,0.4179770084159478,2,0.6113082249413611,0,1,"painting, picture",3,2,10,6.5,0.7545,3.43e-05,5.0,0.37499999999996875,0.7545,0.307692307692284,0.04169697892599075,0.08108108108107888,0.2499999999999375,0.6428571428570969,painting,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
nb,0.4707993135328998,2,0.2359806617190704,0,1,"patio, terrace",0,1,1,8.0,0.861,4.47e-06,1.0,0.6249999999999218,0.861,0.0,0.006376974956189316,0.0,0.0,0.0,patio,usually paved outdoor area adjoining a residence,i57055
es,0.45944708724750377,2,0.039747370752997856,0,0,"patio, terrace",0,1,2,5.0,0.205,2.51e-05,2.0,0.24999999999997916,0.205,0.076923076923071,0.029954946293021215,0.0,0.0,0.07142857142856633,patio,usually paved outdoor area adjoining a residence,i57055
en,0.455800497946124,2,0.06397973493672961,0,0,"patio, terrace",1,2,4,6.0,0.526,5.17e-06,2.0,0.29999999999997,0.526,0.14285714285712245,0.003950200830096533,0.004999999999999975,0.09090909090908264,0.14285714285713608,patio,usually paved outdoor area adjoining a residence,i57055
it,0.4212496474801337,2,0.06019896508876101,0,0,"patio, terrace",0,3,7,7.0,0.6557499999999999,5.557e-06,2.25,0.3571428571428316,0.6557499999999999,0.048387096774190425,0.0047412591174724695,0.0,0.18181818181816528,0.07812499999999879,patio,usually paved outdoor area adjoining a residence,i57055
en,0.448058676008977,2,0.03947834467964238,0,0,sculpture,9,1,2,9.0,0.756,8.32e-06,2.0,0.59999999999994,0.756,0.14285714285712245,0.010940724770997704,0.044999999999999776,0.0,0.047619047619045354,sculpture,a three-dimensional work of plastic art,i58585
es,0.4323727651940861,2,0.3438490725864228,0,1,sculpture,5,1,2,9.0,0.811,7.24e-06,2.0,0.5833333333332847,0.811,0.076923076923071,0.007160087290321646,0.13513513513513148,0.0,0.07142857142856633,sculpture,a three-dimensional work of plastic art,i58585
it,0.42549877164425925,2,0.041372210899950926,0,0,sculpture,8,1,3,8.0,0.852,1.02e-05,3.0,0.42857142857139796,0.852,0.09677419354838085,0.009608308881439896,0.10958904109588892,0.0,0.015624999999999757,sculpture,a three-dimensional work of plastic art,i58585
nb,0.3486303373221176,2,0.094392149361103,0,0,sculpture,2,1,1,8.0,0.895,1.66e-06,1.0,0.6249999999999218,0.895,0.0,0.0023159438792732866,0.39999999999992,0.0,0.0,sculpture,a three-dimensional work of plastic art,i58585
nb,0.6212200846576318,3,0.2359803324104408,0,1,ski,0,1,1,3.0,0.185,6.31e-05,1.0,0.0,0.185,0.0,0.09110944899162944,0.0,0.0,0.0,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,i58996
en,0.4898825713831369,2,0.0008367630734496017,0,0,ski,1,1,1,3.0,0.389,1.35e-05,1.0,0.0,0.389,0.0,0.022436253029368514,0.004999999999999975,0.0,0.0,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,i58996
it,0.48855452677610967,2,0.03793732570169457,0,0,ski,1,1,4,3.0,0.185,1.23e-05,4.0,0.07142857142856633,0.185,0.16129032258063475,0.011809645195101665,0.013698630136986115,0.0,0.031249999999999514,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,i58996
es,0.3462698216094709,2,1.667991453170676e-08,0,0,ski,0,1,1,14.0,0.802,3.59e-06,1.0,0.9999999999999166,0.802,0.0,0.0025015634739804678,0.0,0.0,0.0,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,i58996
en,0.46295974326263123,2,0.00586972732583487,0,0,statue,7,1,1,6.0,0.849,1.23e-05,1.0,0.29999999999997,0.849,0.0,0.019773196289977597,0.03499999999999982,0.0,0.0,statue,a sculpture representing a human or animal,i59503
it,0.4381874374430181,2,0.0029911795710939014,0,0,statue,1,1,2,6.0,0.729,2.14e-05,2.0,0.2857142857142653,0.729,0.03225806451612695,0.02134876922096933,0.013698630136986115,0.0,0.0,statue,a sculpture representing a human or animal,i59503
es,0.37985923834738716,2,0.40999127151093623,0,0,statue,0,2,13,6.5,0.5045,3.59e-05,6.5,0.37499999999996875,0.5045,0.42307692307689054,0.043739071557811544,0.0,0.2499999999999375,0.8571428571427959,statue,a sculpture representing a human or animal,i59503
nb,0.3389133668535612,2,0.09832514830059458,0,0,statue,0,2,2,9.0,0.847,1.35115e-06,1.0,0.7499999999999063,0.847,0.0,0.0018695917625097577,0.0,0.33333333333322224,0.08333333333332639,statue,a sculpture representing a human or animal,i59503
nb,0.5555579901579287,3,0.2359816279344368,0,1,"brand, steel, sword",0,1,1,5.0,0.461,1.17e-05,1.0,0.24999999999996875,0.461,0.0,0.016825820040211693,0.0,0.0,0.0,brand,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,i59896
en,0.511237971734212,3,0.41983226466668033,0,1,"brand, steel, sword",8,4,19,5.0,0.505,4.743333333333333e-05,3.3333333333333335,0.19999999999998,0.505,0.33333333333328574,0.09774157971547846,0.0399999999999998,0.27272727272724795,0.8571428571428164,brand,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,i59896
it,0.4413280920194394,2,0.20862433250971002,0,0,"brand, steel, sword",4,5,22,5.25,0.4445,2.1635925e-05,5.5,0.23214285714284055,0.4445,0.2580645161290156,0.021596078873255358,0.05479452054794446,0.36363636363633056,0.31249999999999517,brand,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,i59896
es,0.4258596418067313,2,0.0831973841989748,0,0,"brand, steel, sword",6,1,2,6.0,0.707,2.14e-05,2.0,0.33333333333330556,0.707,0.076923076923071,0.025232607081935636,0.16216216216215776,0.0,0.07142857142856633,brand,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,i59896
en,0.4420204727576138,2,0.06470615421809879,0,0,umbrella,1,1,3,8.0,0.856,7.76e-06,3.0,0.49999999999995,0.856,0.2857142857142449,0.009697964959281942,0.004999999999999975,0.0,0.09523809523809071,umbrella,a lightweight handheld collapsible canopy,i60698
it,0.40427163739185923,2,0.059668946837688544,0,0,umbrella,1,3,7,9.25,0.6765,1.5048000000000002e-06,2.0,0.5178571428571058,0.6765,0.03225806451612695,0.0004935186364152199,0.013698630136986115,0.18181818181816528,0.07812499999999879,umbrella,a lightweight handheld collapsible canopy,i60698
es,0.3975142668122246,2,1.571725185958126e-07,0,0,umbrella,0,1,1,8.0,0.734,6.03e-06,1.0,0.4999999999999583,0.734,0.0,0.005615754737507173,0.0,0.0,0.0,umbrella,a lightweight handheld collapsible canopy,i60698
nb,0.3597115027293181,2,2.3088658819026745e-08,0,0,umbrella,0,1,1,7.0,0.832,2.04e-06,1.0,0.4999999999999375,0.832,0.0,0.0028651224590697604,0.0,0.0,0.0,umbrella,a lightweight handheld collapsible canopy,i60698
it,0.6319073821230605,3,0.6124618783229877,1,1,"religious belief, faith, religion",16,2,16,7.0,0.594,5.235e-05,6.333333333333333,0.3571428571428316,0.594,0.31182795698922716,0.053792273462793985,0.21917808219177784,0.09090909090908264,0.2187499999999966,religious belief,a strong belief in a supernatural power or powers that control human destiny,i68078
nb,0.593777878813174,3,0.2359803324104408,1,0,"religious belief, faith, religion",0,1,1,3.0,0.446,0.000324,1.0,0.0,0.446,0.0,0.4681639002255767,0.0,0.0,0.0,religious belief,a strong belief in a supernatural power or powers that control human destiny,i68078
en,0.5280146199891477,3,0.3004320915854376,0,1,"religious belief, faith, religion",26,3,7,9.666666666666666,0.6466666666666666,4.72e-05,2.3333333333333335,0.6666666666665999,0.6466666666666666,0.1904761904761633,0.09722376312726358,0.12999999999999937,0.18181818181816528,0.28571428571427215,religious belief,a strong belief in a supernatural power or powers that control human destiny,i68078
es,0.4472324614258894,2,0.672897748019035,0,1,"religious belief, faith, religion",7,3,10,5.0,0.47433333333333333,4.476666666666667e-05,3.3333333333333335,0.24999999999997916,0.47433333333333333,0.1794871794871657,0.05505566822581843,0.18918918918918406,0.499999999999875,0.6428571428570969,religious belief,a strong belief in a supernatural power or powers that control human destiny,i68078
nb,0.5720722676248644,3,0.2359829954854514,0,1,"theatre, dramatic art, theater",0,1,1,6.0,0.205,1.7e-05,1.0,0.37499999999995315,0.205,0.0,0.02448541602158356,0.0,0.0,0.0,theatre,the art of writing and producing plays,i73479
en,0.512057062412242,3,0.333294351640046,0,1,"theatre, dramatic art, theater",1,5,10,8.666666666666666,0.4116666666666666,2.606666666666667e-05,2.3333333333333335,0.5666666666666099,0.4116666666666666,0.1904761904761633,0.050324374994656786,0.004999999999999975,0.36363636363633056,0.4285714285714082,theatre,the art of writing and producing plays,i73479
it,0.508323507981011,3,0.2805113213725046,0,1,"theatre, dramatic art, theater",0,2,9,10.0,0.6076666666666667,3.159666666666667e-05,3.3333333333333335,0.5714285714285307,0.6076666666666667,0.11827956989246549,0.03203747998841593,0.0,0.09090909090908264,0.1093749999999983,theatre,the art of writing and producing plays,i73479
es,0.4878309313566609,2,0.47396869675989234,0,1,"theatre, dramatic art, theater",1,1,6,6.0,0.202,6.76e-05,6.0,0.33333333333330556,0.202,0.38461538461535505,0.08419803182576097,0.027027027027026296,0.0,0.3571428571428316,theatre,the art of writing and producing plays,i73479
nb,0.5664623593191389,3,0.5462512782962932,0,1,"moving ridge, wave",0,3,7,5.666666666666667,0.5656666666666667,7.2933333333333335e-06,2.3333333333333335,0.3333333333332917,0.5656666666666667,0.1481481481481317,0.01045727545695785,0.0,0.6666666666664445,0.4999999999999583,moving ridge,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),i75330
it,0.5644785633376606,3,0.3163318514720336,0,1,"moving ridge, wave",10,2,8,5.0,0.476,2.4006e-05,4.0,0.21428571428569898,0.476,0.16129032258063475,0.02408052276068484,0.13698630136986115,0.09090909090908264,0.09374999999999854,moving ridge,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),i75330
en,0.49862805135060007,2,0.36150962931780756,1,0,"moving ridge, wave",13,2,10,8.0,0.528,2.67e-05,5.0,0.49999999999995,0.528,0.5714285714284898,0.05172987716266866,0.06499999999999968,0.09090909090908264,0.4285714285714082,moving ridge,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),i75330
es,0.4778532313458492,2,0.1481937073318548,0,0,"moving ridge, wave",4,1,4,3.0,0.18,1.62e-05,4.0,0.08333333333332639,0.18,0.23076923076921302,0.018595806028518073,0.10810810810810519,0.0,0.21428571428569898,moving ridge,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),i75330
en,0.6939531730252476,3,0.49392088059885064,1,1,party,11,1,5,5.0,0.207,0.000309,5.0,0.19999999999998,0.207,0.5714285714284898,0.678213975104383,0.05499999999999973,0.0,0.19047619047618142,party,an occasion on which people can assemble for social interaction and entertainment,i75850
nb,0.664471706811508,3,0.9528039335155615,1,1,party,0,3,13,5.666666666666667,0.6749999999999999,4.47e-05,4.333333333333333,0.3333333333332917,0.6749999999999999,0.37037037037032916,0.06451764407516862,0.0,0.6666666666664445,0.9999999999999166,party,an occasion on which people can assemble for social interaction and entertainment,i75850
it,0.6130985875736956,3,0.5499699624617996,1,1,party,4,3,12,7.0,0.5706666666666667,4.88e-05,4.0,0.3571428571428316,0.5706666666666667,0.16129032258063475,0.05007096683731814,0.05479452054794446,0.18181818181816528,0.15624999999999759,party,an occasion on which people can assemble for social interaction and entertainment,i75850
es,0.48338731884073544,2,0.4245838266438878,1,0,party,5,1,4,6.0,0.758,9.77e-05,4.0,0.33333333333330556,0.758,0.23076923076921302,0.12261489946188957,0.13513513513513148,0.0,0.21428571428569898,party,an occasion on which people can assemble for social interaction and entertainment,i75850
en,0.5444746839403818,3,0.16982953490448502,0,1,breakfast,2,1,1,9.0,0.874,4.07e-05,1.0,0.59999999999994,0.874,0.0,0.08279887245556275,0.00999999999999995,0.0,0.0,breakfast,the first meal of the day (usually in the morning),i76564
es,0.49086337219996096,2,0.7396817685257322,1,1,breakfast,0,2,6,8.0,0.487,1.925e-05,3.0,0.4999999999999583,0.487,0.153846153846142,0.02248854510792645,0.0,0.2499999999999375,0.3571428571428316,breakfast,the first meal of the day (usually in the morning),i76564
nb,0.48709325584981056,2,0.23602905013484754,0,1,breakfast,0,1,1,7.0,0.871,2.51e-05,1.0,0.4999999999999375,0.871,0.0,0.03619159101198208,0.0,0.0,0.0,breakfast,the first meal of the day (usually in the morning),i76564
it,0.4011348263032747,2,0.026687635281565765,0,0,breakfast,0,2,4,12.0,0.5015000000000001,3.93e-05,2.0,0.7142857142856632,0.5015000000000001,0.03225806451612695,0.04011254065646728,0.0,0.09090909090908264,0.031249999999999514,breakfast,the first meal of the day (usually in the morning),i76564
nb,0.5950516242304826,3,0.6502595986800953,1,1,pastry,1,2,3,5.5,0.8415,1.13295e-05,1.5,0.3124999999999609,0.8415,0.055555555555549384,0.01629037092491013,0.19999999999996,0.33333333333322224,0.16666666666665278,pastry,any of various baked foods made of dough or batter,i76902
it,0.48272686820309973,2,0.05586571398963301,0,0,pastry,7,1,4,5.0,0.206,3.89e-05,4.0,0.21428571428569898,0.206,0.16129032258063475,0.03969323850148408,0.0958904109589028,0.0,0.031249999999999514,pastry,any of various baked foods made of dough or batter,i76902
en,0.46458719701742646,2,0.04618356609801779,0,0,pastry,17,1,2,6.0,0.636,3.39e-06,2.0,0.29999999999997,0.636,0.14285714285712245,0.0,0.08499999999999958,0.0,0.047619047619045354,pastry,any of various baked foods made of dough or batter,i76902
es,0.3959071269324609,2,0.14403607518877495,0,0,pastry,8,2,2,8.0,0.7415,1.795e-06,1.0,0.4999999999999583,0.7415,0.0,0.00021059080265651913,0.21621621621621037,0.2499999999999375,0.07142857142856633,pastry,any of various baked foods made of dough or batter,i76902
en,0.5382936412007585,3,0.27964920313147834,0,1,"ham, jambon, gammon",2,3,7,5.0,0.418,4.522233333333333e-06,2.3333333333333335,0.19999999999998,0.418,0.1904761904761633,0.00251266800741365,0.00999999999999995,0.18181818181816528,0.28571428571427215,ham,meat cut from the thigh of a hog (usually smoked),i77246
es,0.46171477918509407,2,3.0002843973448783e-08,0,0,"ham, jambon, gammon",0,1,1,5.0,0.191,7.24e-06,1.0,0.24999999999997916,0.191,0.0,0.007160087290321646,0.0,0.0,0.0,ham,meat cut from the thigh of a hog (usually smoked),i77246
it,0.40455613892354136,2,0.0,0,0,"ham, jambon, gammon",0,1,2,10.0,0.764,7.59e-06,2.0,0.5714285714285307,0.764,0.03225806451612695,0.0068723623201745535,0.0,0.0,0.0,ham,meat cut from the thigh of a hog (usually smoked),i77246
nb,0.38927920391521825,2,1.1544318744970035e-07,0,0,"ham, jambon, gammon",0,1,1,6.0,0.669,4.07e-06,1.0,0.37499999999995315,0.669,0.0,0.00579889224061408,0.0,0.0,0.0,ham,meat cut from the thigh of a hog (usually smoked),i77246
it,0.5052510966808922,3,0.2530062703308681,1,0,"bean, edible bean",0,1,4,7.0,0.811,1.51e-06,4.0,0.3571428571428316,0.811,0.16129032258063475,0.000498969564430001,0.0,0.0,0.031249999999999514,bean,any of various edible seeds of plants of the family Leguminosae used for food,i77610
es,0.4630584394215134,2,0.5673323139813702,0,1,"bean, edible bean",1,2,9,5.5,0.1905,3.851e-06,4.5,0.29166666666664237,0.1905,0.2692307692307485,0.0028346798345462347,0.027027027027026296,0.2499999999999375,0.5714285714285307,bean,any of various edible seeds of plants of the family Leguminosae used for food,i77610
en,0.44633610563669324,2,0.08561535627459331,0,0,"bean, edible bean",3,2,5,7.5,0.5345,6.25e-06,2.5,0.449999999999955,0.5345,0.21428571428568366,0.006346951895548364,0.014999999999999925,0.09090909090908264,0.19047619047618142,bean,any of various edible seeds of plants of the family Leguminosae used for food,i77610
nb,0.40284937754162853,2,1.740590430240945e-10,0,0,"bean, edible bean",0,1,1,5.0,0.651,5.89e-07,1.0,0.24999999999996875,0.651,0.0,0.000768127408320594,0.0,0.0,0.0,bean,any of various edible seeds of plants of the family Leguminosae used for food,i77610
en,0.562042936512452,3,0.221527328012249,0,1,cheese,26,1,2,6.0,0.677,3.72e-05,2.0,0.29999999999997,0.677,0.14285714285712245,0.07503162363233923,0.12999999999999937,0.0,0.047619047619045354,cheese,a solid food prepared from the pressed curd of milk,i78427
nb,0.5416586979132433,3,0.33430679240246214,0,1,cheese,0,2,2,5.5,0.569,1.02e-05,1.0,0.3124999999999609,0.569,0.0,0.014658009856804561,0.0,0.33333333333322224,0.08333333333332639,cheese,a solid food prepared from the pressed curd of milk,i78427
es,0.5148945011561259,3,0.29686951424975816,0,1,cheese,4,1,1,5.0,0.199,2.82e-05,1.0,0.24999999999997916,0.199,0.0,0.033911500767173995,0.10810810810810519,0.0,0.0,cheese,a solid food prepared from the pressed curd of milk,i78427
it,0.4380683693120524,2,0.056508314506191426,0,0,cheese,10,2,4,7.0,0.667,9.7775e-06,2.0,0.3571428571428316,0.667,0.03225806451612695,0.009165420980238898,0.13698630136986115,0.09090909090908264,0.031249999999999514,cheese,a solid food prepared from the pressed curd of milk,i78427
nb,0.5843423555576872,3,0.5309599931779353,0,1,beer,0,4,4,3.6666666666666665,0.5063333333333333,2.4230333333333334e-05,1.0,0.08333333333332289,0.5063333333333333,0.0,0.03493474284120225,0.0,0.9999999999996666,0.24999999999997916,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,i78683
en,0.5017247351251831,3,0.0033951057407736033,0,0,beer,4,1,1,4.0,0.233,5.01e-05,1.0,0.09999999999999,0.233,0.0,0.10365948358079163,0.0199999999999999,0.0,0.0,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,i78683
it,0.4759355869216705,2,0.023453691891665535,0,0,beer,2,1,3,5.0,0.195,3.63e-05,3.0,0.21428571428569898,0.195,0.09677419354838085,0.036967774494093324,0.02739726027397223,0.0,0.015624999999999757,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,i78683
es,0.4195968535211553,2,0.029012554388473298,0,0,beer,4,1,1,7.0,0.694,3.31e-05,1.0,0.41666666666663194,0.694,0.0,0.040165409452125156,0.10810810810810519,0.0,0.0,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,i78683
it,0.60197420419094,3,0.2688534415705059,0,1,"vino, wine",17,1,2,4.0,0.19,6.46e-05,2.0,0.14285714285713266,0.19,0.03225806451612695,0.0666334019591543,0.23287671232876395,0.0,0.0,vino,fermented juice (of grapes especially),i78715
en,0.5774790594059244,3,0.23096151412957333,0,1,"vino, wine",24,2,3,4.0,0.1865,2.77945e-05,1.5,0.09999999999999,0.1865,0.07142857142856122,0.05415880683038812,0.1199999999999994,0.09090909090908264,0.09523809523809071,vino,fermented juice (of grapes especially),i78715
nb,0.5629189687901992,3,0.3670863184661641,0,1,"vino, wine",0,2,3,5.0,0.511,1.86e-05,1.5,0.24999999999996875,0.511,0.055555555555549384,0.026797746883884505,0.0,0.33333333333322224,0.16666666666665278,vino,fermented juice (of grapes especially),i78715
es,0.537311598877258,3,0.31871751207044674,0,1,"vino, wine",7,1,1,4.0,0.197,9.12e-05,1.0,0.16666666666665278,0.197,0.0,0.1143188981451176,0.18918918918918406,0.0,0.0,vino,fermented juice (of grapes especially),i78715
en,0.5468479667663285,3,0.30168670806170783,0,1,"coffee, java",13,2,7,5.0,0.582,4.12e-05,3.5,0.19999999999998,0.582,0.35714285714280614,0.08390847943030896,0.06499999999999968,0.09090909090908264,0.28571428571427215,coffee,a beverage consisting of an infusion of ground coffee beans,i78981
nb,0.5377259965126077,3,0.33433142601591476,0,1,"coffee, java",0,2,2,5.0,0.6965,2.76145e-05,1.0,0.24999999999996875,0.6965,0.0,0.0398255634827669,0.0,0.33333333333322224,0.08333333333332639,coffee,a beverage consisting of an infusion of ground coffee beans,i78981
it,0.47636659721883434,2,0.1288282867951375,0,0,"coffee, java",8,1,8,5.0,0.507,6.76e-05,8.0,0.21428571428569898,0.507,0.41935483870965035,0.06977816812152826,0.10958904109588892,0.0,0.09374999999999854,coffee,a beverage consisting of an infusion of ground coffee beans,i78981
es,0.46680639576235894,2,0.17350185335452722,0,0,"coffee, java",2,1,5,4.0,0.198,6.46e-05,5.0,0.16666666666665278,0.198,0.307692307692284,0.08036910814109698,0.05405405405405259,0.0,0.2857142857142653,coffee,a beverage consisting of an infusion of ground coffee beans,i78981
en,0.575492364731292,3,0.2995827787740482,0,1,tea,5,1,5,3.0,0.193,5.37e-05,5.0,0.0,0.193,0.5714285714284898,0.1116486537989644,0.024999999999999876,0.0,0.19047619047618142,tea,a beverage made by steeping tea leaves in water,i79004
nb,0.5727883921239582,3,0.33430933288956916,0,1,tea,0,2,2,4.0,0.481,2.087185e-05,1.0,0.12499999999998437,0.481,0.0,0.030081039927333495,0.0,0.33333333333322224,0.08333333333332639,tea,a beverage made by steeping tea leaves in water,i79004
it,0.5669462571127435,3,0.30287339545522796,1,0,tea,2,2,9,2.5,0.197,9.810000000000001e-06,4.5,0.035714285714283166,0.197,0.1935483870967617,0.00919948928033128,0.02739726027397223,0.09090909090908264,0.1093749999999983,tea,a beverage made by steeping tea leaves in water,i79004
es,0.47917485853372277,2,0.12647166841878502,0,0,tea,1,1,4,2.0,0.196,1.95e-05,4.0,0.0,0.196,0.23076923076921302,0.022807622081648448,0.027027027027026296,0.0,0.21428571428569898,tea,a beverage made by steeping tea leaves in water,i79004
en,0.6081893690476917,3,0.6532140059882388,1,1,"sept, family line, family",5,7,18,7.0,0.2996666666666667,0.00022113333333333333,3.6666666666666665,0.39999999999996,0.2996666666666667,0.38095238095232653,0.48321904274231436,0.024999999999999876,0.5454545454544959,0.809523809523771,sept,people descended from a common ancestor,i79200
nb,0.6054295722524999,3,0.7729324931720136,1,1,"sept, family line, family",1,3,5,6.333333333333333,0.8099999999999999,5.087066666666667e-05,1.6666666666666667,0.41666666666661456,0.8099999999999999,0.07407407407406585,0.07343553343410925,0.19999999999996,0.6666666666664445,0.33333333333330556,sept,people descended from a common ancestor,i79200
it,0.596823547341507,3,0.9999999999978195,1,1,"sept, family line, family",4,12,66,6.0,0.5353333333333333,0.00027583333333333333,9.666666666666666,0.2857142857142653,0.5353333333333333,0.5268817204300735,0.28805988163652946,0.05479452054794446,0.9999999999999091,0.9999999999999845,sept,people descended from a common ancestor,i79200
es,0.5014766045053465,3,0.5543287871401718,1,0,"sept, family line, family",3,2,8,6.5,0.19,0.000171785,4.0,0.37499999999996875,0.19,0.23076923076921302,0.2171701698546666,0.08108108108107888,0.2499999999999375,0.4999999999999643,sept,people descended from a common ancestor,i79200
it,0.606631217902945,3,0.5860491929213216,1,1,"village, settlement, small town",0,4,17,7.666666666666667,0.6186666666666666,0.0001442,4.666666666666667,0.40476190476187585,0.6186666666666666,0.20430107526880403,0.15007453080080999,0.0,0.27272727272724795,0.23437499999999636,village,a community of people smaller than a town,i80343
en,0.57914596672198,3,0.5128651859715573,1,1,"village, settlement, small town",1,3,11,9.0,0.7786666666666666,7e-05,3.6666666666666665,0.59999999999994,0.7786666666666666,0.38095238095232653,0.14782184117569105,0.004999999999999975,0.18181818181816528,0.47619047619045357,village,a community of people smaller than a town,i80343
nb,0.5610505827998818,3,0.4719613407379791,1,1,"village, settlement, small town",0,1,1,7.0,0.831,6.17e-06,1.0,0.4999999999999375,0.831,0.0,0.008833826497384066,0.0,0.0,0.0,village,a community of people smaller than a town,i80343
es,0.47312962821392957,2,0.7985919117221433,1,0,"village, settlement, small town",1,1,13,6.0,0.748,0.000324,13.0,0.33333333333330556,0.748,0.9230769230768521,0.41144337607504256,0.027027027027026296,0.0,0.8571428571427959,village,a community of people smaller than a town,i80343
nb,0.5453565864025245,3,0.33537040645503396,0,1,"culture, civilisation, civilization",0,1,3,6.0,0.881,0.000148,3.0,0.37499999999995315,0.881,0.22222222222219754,0.21380750537247312,0.0,0.0,0.16666666666665278,culture,a particular society at a particular time and place,i80699
it,0.5334387113185,3,0.3706920111934561,0,1,"culture, civilisation, civilization",0,2,16,7.0,0.792,0.00010075,8.0,0.3571428571428316,0.792,0.41935483870965035,0.10452783421576048,0.0,0.09090909090908264,0.2187499999999966,culture,a particular society at a particular time and place,i80699
en,0.4147187459837367,2,0.24416331617414344,0,0,"culture, civilisation, civilization",7,3,15,10.333333333333334,0.36966666666666664,3.9846666666666666e-05,5.0,0.73333333333326,0.36966666666666664,0.5714285714284898,0.08090514321866253,0.03499999999999982,0.18181818181816528,0.666666666666635,culture,a particular society at a particular time and place,i80699
es,0.410249415214964,2,0.5176910239704354,0,1,"culture, civilisation, civilization",2,2,7,9.5,0.7304999999999999,9.39e-05,3.5,0.6249999999999479,0.7304999999999999,0.19230769230767752,0.1177649294613152,0.05405405405405259,0.2499999999999375,0.42857142857139796,culture,a particular society at a particular time and place,i80699
it,0.6464239532517982,3,0.512318723755304,1,1,"harbor, harbour, haven",2,1,6,5.0,0.518,0.000107,6.0,0.21428571428569898,0.518,0.29032258064514255,0.11107943038737289,0.02739726027397223,0.0,0.06249999999999903,harbor,a sheltered port where ships can take on or discharge cargo,i82357
nb,0.6064703582009173,3,0.281866012267859,0,1,"harbor, harbour, haven",0,1,2,4.0,0.203,1.51e-05,2.0,0.12499999999998437,0.203,0.11111111111109877,0.021739523122601193,0.0,0.0,0.08333333333332639,harbor,a sheltered port where ships can take on or discharge cargo,i82357
en,0.5086247358110377,3,0.2894237480221167,1,0,"harbor, harbour, haven",5,4,7,6.0,0.47633333333333333,1.2383333333333334e-05,2.0,0.29999999999997,0.47633333333333333,0.14285714285712245,0.01995813078576863,0.024999999999999876,0.27272727272724795,0.28571428571427215,harbor,a sheltered port where ships can take on or discharge cargo,i82357
es,0.4666644141322783,2,0.3242315503020397,0,1,"harbor, harbour, haven",2,1,2,6.0,0.778,0.000115,2.0,0.33333333333330556,0.778,0.076923076923071,0.14469502604345186,0.05405405405405259,0.0,0.07142857142856633,harbor,a sheltered port where ships can take on or discharge cargo,i82357
